"","klasifikasi","score","text"
"400","Negatif",-1," kalo polisi  wayang orang polressukoharjo polisisukoharjo polripresisi kapolressukoharjo akbpwahyunugroho infopolisisukoharjo infosukoharjo sukoharjomakmur sukoharjobisa beritasukoharjo humaspolri poldajatenghadir salampresisi "
"401","Netral",0,"nak duit nak shopping nak tengok wayang   takleh tengok matahari"
"402","Negatif",-1,"bpmi menyelenggarakan pagelaran wayang kulit semalam suntuk  kabupaten grobogan jateng dg menggelar wayang kulit semalam suntuk sbg bentuk penghormatan bg  pmi   pekerja migran migrant day bpmi bennyrhamdani sikatsindikat "
"403","Netral",0,"ilhammazalan beleklah bebenang tu  reti nak cerita    tunggulah  pengakhiran wayang ni "
"404","Netral",0,"aite lesgo tengok wayang sengsorang dah   pergi"
"405","Negatif",-4,"collegemenfess sibuk ngejamu awokawokawok ngebadut mang  nampil kh jogetwayang pas  kerkom gue jg  kerkom  rumah gue tp ya cm beliin cemilan doang abistu ngerjain bareng kalo ga ikhlas beliin makan siang  ajak patungan aja  besok besok jgn   rumah  lg"
"406","Netral",0,"nzrh  maksud sempoi though like pawagam panggung wayang gambar hahaha"
"407","Negatif",-2,"jelang  pekerja migran internasional bpmi gelar wayang kulit  grobogan jateng jumat acara dihadiri kepala bpmi bennyrhamdani bupati grobogan sri sumarni  anggota komisi ix dpr ri edy wuryanto bpmi sikatsindikat "
"408","Netral",0,"nephilaxmus negeri wayang rangorang sukak drama wayang"
"409","Positif",1," adek cewe  wayang   berangkat life skill  jogja seminggu dr sekolah semoga   menjalankan      hidup   layanan semoga  mandiri "
"410","Netral",0,"aniqshamsul this fakerrr clock in sabtu haritu wayang ja "
"411","Positif",1," menyuguhkan penampil   arifonelegz sanggarkinanti tedjobadut  penampil   pagelaran wayang  kevin aditama terima kasih  acara      jumpa pekan budaya difabel  visitingjogja jogjaistimewa"
"412","Negatif",-1,"wayang politik pakatan phumno kerajaan  pembangkang "
"413","Netral",0,"kyaryhime bermakna mora  kwsp tu  wayang je    rakyat  diaorang dah sapu "
"414","Netral",0,"minggu minggu nonton wayang kulit "
"415","Netral",0,"isanasir syedsaddiq wayang politik"
"416","Positif",1,"ainayashira valarieilham heaven  na  bkn kaki wayang mak   kt  bodo   heaven kufur nikmat  pulak keje je takde kat  "
"417","Netral",0,"wayang bgt bahasanya  "
"418","Positif",1,"yusnamarlina hwaa macamana  tahan ili sebulan  tengok wayang"
"419","Negatif",-1,"mohammadazmy   wayang kutip derma sorg seringgit  kerat penyokong ni  lepas  audit  good luckbelanja pn  kawasan pru   siasat "
"420","Negatif",-1,"callmehanna andrealovanka otak ku goyang muka lu kaya wayang"
"421","Negatif",-1,"sbyfess denny caknan alun alun ngawi    acara nikahan nanggep wayang semalam suntuk ex partner backpacker  orang "
"422","Netral",0,"nak tengok wayang cerita  ye best"
"423","Netral",0,"  perbelanjaan  beliau menerajui kerajaan diaudit  jabatan audit negara  jawatankuasa kirakira wang negara  beliau sedia disiasat malaysianow mnownews muhyiddin covid "
"424","Positif",1,"afifbahardin pn  nk dpt kuasa nk kerjasama dgn bn kot x x x yah wayang la"
"425","Netral",0,"craigansibin mesti  org yg dah click  x  beli mcm tiket wayang jugak la ni concept nya seat tu locked  selagi org tu still x remove"
"426","Netral",0,"retrogina iols nengok x kat wayang  puas ati"
"427","Positif",1,"mkinibm dato yb hidup penuh ranjau deritakita sentiasa diuji utk pertingkat  allah taala  xkan   kehendak   kehendaknya hidup  x sempurna byk cacat celanya  yb yg sempurna tgk sinetron  wayang gambar "
"428","Netral",0," sedap  popcorn wayang"
"429","Negatif",-2,"orang   ya  nikah  tunangan  s    sakit pinggang  sakit punggung ga  masuk angin aja udah alhamdulillah  nanggap wayang"
"430","Negatif",-1,"ainurhassim armanamin pemimpin nya  dtg tgk wayang kat kl  kat   haram"
"431","Netral",0," jugak eh dah  tengok wayang"
"432","Negatif",-1,"gibrantweet mbok diajak ngopi sik karo nonton wayang orang sriwedari mas  sriwedari kulinere enak enak sangettt"
"433","Negatif",-1,"pekan budaya difabel resmi ditutup bersamaan   difabel internasional sabtu desember   dilanjutkan  pementasan pungkasan  wayang kulit  lakon gathotkaca winisudha         pekandifabel"
"434","Netral",0,"  wayang konon nak ajak lepak  ajak makan nasi briyani"
"435","Netral",0,"queenforyouuuuu nurjahdelisha porn tu   makan  tengok wayang "
"436","Negatif",-1,"nk tengok wayang  cam malas pulak nk gi scm"
"437","Netral",0," tau gue  jogja  wayang kulit kristus migrain"
"438","Netral",0,"imahfat  dijaman wayang aja duit masjid  mintapengin tek slentik raine sing cemong"
"439","Positif",1,"mx valhallaah agamanusantara diposurop taliudeng danaracelli yuliuswiwin yudhapati maleoberekor  kenal dalang wayang wahyu beliau  bruder  jogjakarta   beliau mengabdi  sekolah yogyakarta"
"440","Positif",1,"natasha dengar  ye   anak menteri ye kau nak suruh half day  tgk wayang yihhhhh"
"441","Negatif",-1,"sinaronline political sound bytes wayang  pentaksub pong buta percaya"
"442","Netral",0,"yradianto caplin dalang koplak  wayang daur ulangpercayalah    laku "
"443","Negatif",-2,"tanyakanrl ga sia tv rumahku     channel lokal  bener nonton berita lokal  nonton wayang aja kalo malem"
"444","Negatif",-1,"kosmoonline ketua pembangkang ok pasal nak tengok wayang kat dewan rakyat taraf menteri takde jgn mimpi duta khas  jasa sifar gaji buta dah ambik  "
"445","Negatif",-1,"kutipan boxoffice filemfilem malaysia    nota  harga tiket wayang     rm  kelas   nilai rm   bersamaan  rm   statistiksiar "
"446","Netral",0,"wayang  reja no terpaling"
"447","Negatif",-1,"ederiszarifi theendie  wayang la   xtau   xnak zahid   pi lawan comform menang comform x dpt zahid ne x pi lawan peja  "
"448","Netral",0,"mukhzaniamir  pedih time tgk wayang nak melunjur takleh "
"449","Negatif",-2,"ngakorming rugi  org melayu islam yg  x nmpk wayang  hipokrit dap kauvinis komunis ni  kluster mahkamah    puji    kerajaan"
"450","Negatif",-1,"iamdedy   pake main ces ces kah kayak kartu wayang"
"451","Netral",0,"polres wonogiri pengamanan  pengaturan kamseltimcar lantas sosialisasi ruu kuhp  pagelaran wayang kulit  ki dalang sigid ariyanto "
"452","Netral",0,"animefess  nder  jarang liat animasinya kecuali animasi  s  s berubah  br gak sreg animasi macem wayang  aja tetep suka  nontonnya "
"453","Netral",0,"gek iki diuneke anak  wayang  seintrovert  diriku "
"454","Negatif",-1,"ekharus   dah   umur   masuk panggung wayang tengok movie ganas"
"455","Negatif",-1,"bemiey ahmadazarul amranfans nnti yg terpengaruh dengn wayang dorg tu budak dngn org tuahmm"
"456","Negatif",-4,"nusantaraone   mafia cari orang bodoh yg   wayang"
"457","Netral",0,"lemangkl aqfqsyr jom plan tgok wayang trsfomer "
"458","Netral",0,"wayang kuat ni makan timun "
"459","Negatif",-2,"mhdasri arwahmaklampir dah takde isu  ni pentaksub ph  pencacai dap  sebulan jer kot  bertahuntahun  suami turun  isteri turun pulak ker anak ni  nk wayang sorry dah terlambat"
"460","Netral",0,"mohdsayutiomar dah laa wayang dah abih korang asik men tepon je p kerja move on laa tk puas hati    ubah "
"461","Positif",1," buzzer ngibulbaswedan aktif sebar hasil tata photo  berlanjut  sebar video tata kamera tata   bersilat lidah  wayang utk menyenangkan sang dalang  dalangnya yg pro khilafah "
"462","Negatif",-1,"mkinibm  dh tgk rentetan skrip dr sblm pru  selesai pru yg memerhati  fhm rentetan wayang yg  pertontonkan  doakan moga yg bathil tersembam   bumi"
"463","Netral",0,"menhan prabowo bersilaturahmi  presiden jokowi  keluarga  yogya ajak anak  wayang "
"464","Negatif",-1,"oposisicerdas kalo  desak mundur  lbp jokowi mah wayang gimna dalang"
"465","Netral",0,"   yg charanya kek wayang wkwk yg kembar "
"466","Netral",0,"peringati hu   kab tala gelar wayangkulit "
"467","Netral",0,"the menu sepasang kekasih   orang  pergi   pulau  merasai makanan   restoran exclusive  ade perkara yg mengejutkan berlaku  tengok kt wayang skang walaupon   showtimes personal rating rekomenfilem "
"468","Netral",0,"agisofficial   wayang   tergantung dalangnya wayang   bergerak  goalnya  mengganjal anies maju pilpres"
"469","Netral",0," prjalanan   brhentiny cerita  bercengkrama bak  dalang yg memainkan wayang     gue yg  kaget  beliau yg trnyata pensiunan auidor pt gede  dn usahanya dikampung macem   nemenin isteriny"
"470","Positif",2,"jelek banget bahasa indonesia  bikin pengumuman karna  tokoh wayang "
"471","Netral",0,"jiia aniesbaswedan amp agusyudhoyono  rampr otomatis standarisasi pemimpin negara    berbahasa inggris dgn  ijazahnyaasliprestasi jelasbkn planga plongo bkn wayang bkn jg suka pelihara penghianat"
"472","Netral",0,"bachrumachmadi     wayang yg dikendalikan dalang"
"473","Negatif",-2,"timbang berat   nilai   wayang drama mcm anwaribrahim  "
"474","Netral",0,"mei wayang    berlaku  wayang"
"475","Netral",0,"selebrasi dadi wayang "
"476","Negatif",-1," kesini kehidupan emang  cepet orang  pengen ketawa tuh kudu rela ngabisin  semalam suntuk  nonton wayang  mah   hitungan menit  udah  ketawa   stand up"
"477","Netral",0,"  suka tengok wayang pastu  nak kencing"
"478","Netral",0," terkejut je tengok cerita qodrat kat wayang  "
"479","Netral",0,"rdzaminhat hahahaha wayang pacak man laksa kat depa redza"
"480","Negatif",-2,"do u really really miss me though or   salah anggap lagitruth isaku  rindukan kisah silam    ajak  tengok wayang kat gscselalu   time  susah n senangbut "
"481","Positif",2,"  terbiasa dengar  ikuti saran ibunda   berusaha kejar kerjanya hormon pertumbuhan manusia  anak  wayang    terbawa    sembilan belas  hidup"
"482","Positif",1,"wayang kresna cen asuuuuuu   maaf sampe jontor   keluarga gak  jd   "
"483","Netral",0,"tolong  catatan si boy ni masuk wayang malaysia simping for my syifangga kiyoowwwwoooooo "
"484","Negatif",-1,"anehnya kemunduran    maju    menengok   wayang amoreart "
"485","Negatif",-2,"nek dadi wayang iku  ngelakoni opo sing  lakokke dalang  nek wayange ora nurut yo  amuk karo dalange sing dadekne lakokne wayang kui dalang sing ngomong   melawan oligarki sopo kemrin pengen  jejeli cawete kebaya merah po pie  g "
"486","Netral",0,"kunjungi toko   shopee cantingmustika "
"487","Netral",0," study pocket money sebulan  minggu  mama abah  college hantar makanan bawak shopping tengok wayang beli laptop  mahal  time tu mengamuk nak macbook  nangis kat college nak stop study  am abah  pengerang  college  "
"488","Negatif",-1,"gscinemas  nak bukak ioi putrajaya  wayang senang nak bawak budak pergi play situ "
"489","Netral",0,"wayang    dah tengok  kat bollywood"
"490","Negatif",-1," gila  tengok wayang"
"491","Netral",0,"so  la nuamuso  dah  korang planning nak gabung  wayang jela haritu  kempen  "
"492","Negatif",-1,"acrosshit online  streaming tp  jogja   pertunjukan wayang offline   jarang nonton  ga  temennya"
"493","Positif",1,"jwasmien bosentaken real anjir alis nya tebel banget kek wayang"
"494","Negatif",-2,"  tengok wayang makan kat mall late night dinner oh my nnt eh went to uni malaya last froday tu  sweet escape lepas almost month busy  rumah "
"495","Netral",0,"aisarroses cakap mcm ni u    sengugut jom tgk wayang "
"496","Netral",0," wayang  desaku pengen nonton tp gada temen"
"497","Negatif",-1,"hidupsementaraa prinsip ahh   wayang jelah senang  kau percaya  ahliahli politik yiddin baca doa sikit  tv  kagum eh"
"498","Netral",0,"  gk liat pertunjukan rakyat seni wayang kulit     hiburan  desa semoga lestari "
"499","Netral",0,"budaya indonesia   intangible cultural heritage unesco keriskris wayang batik angklung tari saman noken  genre tari tradisional bali pinisi pencak silat pantun gamelan  proses jamu tempe tenun reog ponorogo"
"500","Netral",0,"hannziq dh kluar wayang ea filem tu"
"501","Negatif",-3,"gibrantweet emang seni yah gitu klo  huruf  italik   yah nilai seninya  seni  tdk dpt  dg  kalimat tp dirasakan nilainya n maknax   lihat  didengar yg bagusnya  bentuk garis kek wayang etnikx"
"502","Negatif",-1,"masmesss angkringan sejati   jaga bapakbapak gak  omong  sibuk dengerin siaran wayang  radio retjobuntung  radio band pake baterai  terangi lampu ting"
"503","Positif",1,"peran lobbies  strategis  politik  bisnis dibahas apik dlm kearifan cerita wayang  mbak atiqahhasiholan  mas bimaaryas digawangi mas farhanpenyiar "
"504","Netral",0,"i might be looked like a man with international minded and taste  yaa seriously gue kadang  musik asing suka bgt dengerin kek lagu  yaa macem pentasan wayang  diiringi sinden nyanyi either pake bahasa sunda cirebon  jawa kek enak aja "
"505","Netral",0,"rutinitas  minggu malam menulis kolom wayang politik utk harian rakyat merdeka wapol"
"506","Netral",0,"pengarangsajak mainkan wayang kembalikan   "
"507","Negatif",-2,"ayooo serious la pmo ni   pilih seat tiket wayang yg  semahal tu   pilih seat eh geram pulak  harapnya   khabar angin  mata "
"508","Negatif",-5,"musniumar tolong deh  kota tua  mushola batavia kota tuadekat musium wayang bangunan belanda  selidik kek sd skrg mangkrak skrg no sightseeing sj pmus lurah pinangsia sekira  rapat orirajin baca sahamlegalisir jg ga dugaan mafia sperti grand theatersenen "
"509","Negatif",-1,"jelang pementasan wayang dalang tuna netra  gunungkidul kevin aditama  aryanto hendro suprantoro  kepala seksi seni dinas kebudayaan diy  sambutan difabel disabilitas pekanbudayadifabel inklusi "
"510","Negatif",-1,"yrlvsvn musik wayang tuhhh kayak adem adem bkin merinding gtuuu"
"511","Negatif",-2,"   tengok sila  tengok sedih   wayang orang je  panggung tengok samasama  "
"512","Netral",0,"yrlvsvn gapapa kakekku   dengerin wayang pas malem"
"513","Netral",0,"  si wayang kresna  "
"514","Negatif",-1,"abupelangi teaicelessice bocahkakung lincaktravail emang enek a mas media malaysia sing ngabarke wayang diajukne dadi budaya ya nek sing diajukne wayang kulit gaya budaya indonesia ya protes sangertiku mung  jawa malaysia nglestarikke budaya iku saged dipuntingali video niki "
"515","Netral",0,"hfshzhr amalinaema nizambakeri benda    kena bergabung  rafizi cakap  drama ni  wayang  mainkan pn"
"516","Negatif",-1,"the menu sepasang couple   orang  pergi   pulau  merasai makanan   restoran eksklusif   perkara yg mengejutkan berlaku  tengok kt wayang skang walaupon dah   tayangan personal rating rekomenfilem "
"517","Netral",0,"teaicelessice capcaikuah bocahkakung lincaktravail  suriname   orang jawa   denger nggak pemerintah suriname  netapin wayang  budaya meraka"
"518","Negatif",-1,"ya paspusat  racist wayang ambil ahli  islam naratif  lebai  menyalahkan nonmuslim "
"519","Netral",0,"oh damnn nam tengokk jom wayang date "
"520","Netral",0,"gsc  menawarkan skrin wayang  pancaran projektor imax withlaser "
"521","Netral",0,"gsc  menawarkan skrin wayang  imax with laser "
"522","Netral",0,"tengok wayang ler tew si qalee   reply"
"523","Netral",0,"tengok wayang ka ngan gay"
"524","Negatif",-1,"nurqodriah kl aq  nyokap wayang orang   jmitu bs berseriseri tau abis gb jg    ortu mah yaudahlah"
"525","Netral",0,"starting movie tu dah kuar muka eunwooaku  nak jerit  fikir  dlm wayang so behave sikit"
"526","Netral",0,"ladybugg kesian kt awaknk taya g wayang  kna duduk asingtk best ler dating mcm ni"
"527","Negatif",-5,"rafiziramli razino kasar  org jilat kahak penyamun yb sanggup woo  lupa  yg  cakap sblm pru bkn main gegar  sembang woo lps pru  tu  wayang  haha nampaknya jangka hayat ph   dasar hoi hoi ya hoi"
"528","Negatif",-1,"cantiknya budak  kerja kat wayang tu "
"529","Netral",0,"jhonny bayangin jd adek  wayang jhonny "
"530","Negatif",-2,"gibrantweet kog  meresahkan ya mas pdhal anakku  liat event solo  malam nonton wayang dllyen plg yo dadi mikir q "
"531","Netral",0,"umbisambat eh dimana mas wayang purwa senen"
"532","Negatif",-2,"simbah   warga imogiri kebon agung   odgj orang  gangguan jiwa   piawai ndalang  wayang kertas difabel disabilitas pekanbudayadifabel"
"533","Netral",0,"yaqeennn jom tgok wayang"
"534","Negatif",-2," jahat sorok air tealive  beg pastu bwak masuk wayang bhahahahha "
"535","Netral",0,"convomf menonton wayang "
"536","Netral",0,"aizawuvmg gulfkanawut ko  tgh tgk wayang "
"537","Negatif",-3,"mochatma wayang ga dikasih teks ya bingung"
"538","Negatif",-2," wayang  terduduk  lepas cite belenggu ni i mean its just a simple story where  orang   cerita   nowadays but on editing wise kot i like how it stitched to each other "
"539","Negatif",-1,"newmoimron convomfs ga  sok ngeclaim    wayang "
"540","Negatif",-1,"gherucokro nhsaja ebeganzo chefbane wayang kudune  kendalikan dalang mosok   ngatur dalang  coro ngunu  semplak werkudoro kui"
"541","Netral",0," watak wayang kulit bertukar  watak anime experimentalmusic "
"542","Netral",0,"decibel ni hangpa pi tengok kt website ja la gak  nonton  wayang "
"543","Netral",0,"korang kaki wayang    get ready   chance  memenangi tiket wayang gscinemas    movieapani akandatang "
"544","Netral",0,"jaemlnw wayang golek yg kesurupan gw puas loe"
"545","Positif",1,"fuh  ni je x masuk      wayang  sanggup tahan weh hahahahhaha"
"546","Netral",0,"alteregos yazir wayang kuat pas"
"547","Negatif",-2," kot  tengok wayang takpe   popcorn royale pulak adehla nafsu nafsu"
"548","Netral",0,"media tradisional wayang kulit kesenian  digemari  kebumen "
"549","Netral",0,"gabut bgt dr td siang   nonton wayang wkwk "
"550","Positif",1,"fadlizon namanya  wayangya  taat  arahan dalang"
"551","Negatif",-1,"morkulee mojok  kesurupan wayang golek ya elu"
"552","Netral",0," tgk wayang ape sume"
"553","Netral",0,"mcm dah  x tngok wayang jugak tibahhh "
"554","Positif",1,"  sinkretisme kepercayaan  banjar arkais banjar awalmula hindubuddha  islam  pengamatan sudut sejarah seni  menonjol  wayang  topeng pelaksanaan manyampir     malam "
"555","Negatif",-2,"awani  skrg  nk confess wayang mcm ni mislead penyokong memalukan  ni mati  bekap korang choi sgt"
"556","Netral",0,"  dilanjutkan  pagelaran wayang kulit "
"557","Negatif",-1,"btw posternya bagusan yg  netplik estetik gitu loh gambar wayang doank   sasaran inti ceritanya  emang   jujur penasaran nonton krn posternya bagus kayak   wayang  nich kalo posternya pakai yg   tuh  uda skip "
"558","Netral",0,"manyampir pagelaran wayang sampiran wayang kulit banjar ritual tari topeng ritual badewa baayun wayang baayun topeng "
"559","Netral",0,"lukeskypixel princeariez tu  sifat individu  bukti pas  buang keahlian individu "
"560","Netral",0,"mardigu lihat wayang lakonnya pandawa pulangnya menjelang subuh negeri tersayang  menderita rezim tertawa rakyatnya mengaduh"
"561","Netral",0,"duduk cyber min to kl and min to wayang budiman sayangku ex   nak ride"
"562","Positif",1,"pemikirmsia  hasil hasilnya tiada panggung wayang wakakaka"
"563","Netral",0,"rwmaulana  biarlah  berjalan  kehendak tuhanmenjadi lakon wayang   memiliki daya  upaya kecuali digerakkan  dalang nya   maha kuasa berjuanglah   depanmu mas ganbate"
"564","Netral",0,"ye uncle  wayang ni  nak dengar uncle berbual   dengn  yihhh"
"565","Negatif",-1," age gap  dgn kakak  years apart  gila tp theres some things yg mmg  layan  haha maybe sbb  influence   mcm aadc la dlu  tgk wayang dgn  umur  ek masatu"
"566","Netral",0,"datuakrajoangek jembut amis  jd wayang bisnis"
"567","Negatif",-2,"udah keliatan nyata  alasan ybs  wewenang penuh lupa  klo pejabat   hasil pemilihan rakyat  wayang yg dikorbanken ambyar "
"568","Netral",0,"axmnnft  masuk wayang haritu  ni nak masuk netflix dah  silap haribulan  keluaq"
"569","Netral",0,"lilroha bile la raki nk dtg  nk tgok  nk tgok astro jeles tau mase tgok decibel smlm wayang penuh dgn nctzen roha bile  mane tau i ade peluang jumpe u  tasha"
"570","Netral",0,"suryawanmnur gibrantweet  orang awam  tau klo didalam karya   unsur budaya  wayang  keramahan  senyum pemilihan warna  bagus  hasil   orang iseng "
"571","Netral",0,"okayaqie huhuhu belanja  dgn tgk wayang jom kak yah p tgk mechamato plak lps ni "
"572","Negatif",-1," jenis wayang  indonesia  punah       bertahan kompas"
"573","Netral",0," wayang  takde cerita best  eh      pergi "
"574","Netral",0," tengok wayang kena makan popcorn eh"
"575","Netral",0,"serius selemah  kl  yg bikin konten markhyuck  yg candaan hiburan ak  selesain sket wayang dl jd tolong stop nangisnya"
"576","Positif",1,"bennyrhamdani keren  pagelaran wayang kulit"
"577","Negatif",-1,"mutqs oohh senam iya ya  mah   spotify kalo wayangwayangan gak   spotify    yutub yg durasinya sampe berjamjam "
"578","Netral",0,"jatikhwan harap  wayang hehe"
"579","Netral",0,"wayang  dimainkan sang dalang bohiroligarki  privat jet  bohirnya "
"580","Netral",0,"menikah  arya saloka putri anne dikaruniai  anak lakilaki  menggemaskan intip potretpotret putri anne  anak  wayangnya yuk foto "
"581","Negatif",-1," aritu teringin nak makan popcorn dkat wayang tulepastu harini  fyp tt    psl popcorn  ekhdia dpt baca hati  "
"582","Netral",0,"auldumb pacar  wayang"
"583","Netral",0,"ratihpu teddgus bangke luh wayang"
"584","Netral",0,"batituud koramil kra pelda sunarko mewakili danramil kra menghadiri undangan  rangka pagelaran wayang  desa giripurno kec karanganyar "
"585","Negatif",-3,"zainudinumar amik popcorn utk tgk wayang  timbulkan  kawan  jugak harap tldm dpt la kapal tu secepat  xkisahlah  pon habis jgn harap  yg bersalah  dihukum"
"586","Positif",1,"fakescenari sparks halo jenaka nama  unik  arjuna   tokoh wayang salam kenal ya"
"587","Netral",0,"fzrhzaini mgeermn aaaaa nak tengok wayang wibu"
"588","Negatif",-1,"bab wayang mmg   mengecewakan "
"589","Negatif",-1,"  cerita melayu  ni    missed tengok kat wayang anak yayanbatrisyia jommmm "
"590","Negatif",-1,"murungnya langit  wajah abunya membawa angin  resahgelisah kadang     dicari insan dunia  wayang bumi  berlomba  jalan  secercah cahaya"
"591","Netral",0,"  tengok wayang "
"592","Negatif",-1,"ikuti diskusi  kehadiran ruang publik  melestarikan wayang  dolorosa sinaga matthew isaac cohen sri kusumawati pemutaran film semar mesem  amerika the smiling semar from america  pertunjukan wayang  ki warsad klik tautan  mendaftar"
"593","Negatif",-1,"crowd nya hitc ga seru pisan  nonton wayang"
"594","Netral",0,"brgsjks wayang   yg bt popcorn shake tu yg tu sedap tpi dah xda"
"595","Netral",0,"sinau mbeber wayang "
"596","Positif",1,"ko tunggu habis sem one     turun kl tengok wayang "
"597","Negatif",-1,"  anak kau melalak  call jela kau  kau  wayang peduli  "
"598","Netral",0,"dahla kau nak letak anak kau   kau  bini kau nak tenguk wayang"
"599","Netral",0,"nak level your motivation pi tengok wayang nonfiction"
"600","Negatif",-1,"agussup ya udah mas jadiin dalang wayang kulit aja biar  njawani"
"601","Negatif",-3,"semalam layan cerita hantu  wayang qodrat tajuk      bantal je la mat  okay la cerita  jumpscare and  bebal jin tu bunuh  ngeri    rasuk and  best mesti la   randy pangalila hehe ending je kamprit "
"602","Netral",0,"thisfrieska spill judul wayang"
"603","Netral",0," wayang  "
"604","Negatif",-1,"mkinibm biar   ketua pembangkang nak tengok wayang mcm   debat  parlimen   ponteng    jgn   gaji menteri gaji buta dah ambik  "
"605","Netral",0,"thisfrieska nonton wayang "
"606","Netral",0," wayang dah   concert dah"
"607","Netral",0,"frjunmyen best keee i tgk   trailer kt panggung wayang  tu mcm vibe tv series je "
"608","Positif",2,"ardhani nuygcojspejni babanelect pengarangsajak  maling uang rakyat wajib  melindungi    sblm wayang  garuk dn berkicau merdu  penyidik kpk olh karna  nasdem matian menjaga spya anis tdk  proses hukum so akibatnya akn fatal "
"609","Netral",0,"babinsa kadipaten hadiri pementasan wayang kulit semar mbangun khayangan "
"610","Netral",0,"ye  drama wayang sandirawara lakonan  belanda"
"611","Netral",0,"harakahdailyhd nasib malaysia   pas    kerajaan  terbentuk kerajaan pas susah  negara  nya ilmu pertadbiran   ilmu pembanggunan masyarat majmuk     tutup unisex tutup panggung wayang judi arak   maksiat"
"612","Negatif",-1,"eajconfess iya guys    hapal car crash si lagu  wayang    udah  convert lagu unreleasednya  mp tuh       ramein"
"613","Negatif",-1,"mochatma namanya  wayang  yg  ya dalangnya"
"614","Negatif",-1,"yessss thats why  beli set tumbler  bekas popcorn   rajin tengok movie kat tgv  popcorn  sedap hahahahaha    ni dah pindah perak panggung wayang  mat  "
"615","Negatif",-1,"al fatihah  jit murad penjalin bahasa   menampilkan isu   ruang mikro kekeluargaan  ulasan   menonton versi wayang spilt gravy "
"616","Negatif",-1,"  babak  huruhara   wayang    perlukan lpf  ajar   jernih   terikat  versi netflix       "
"617","Negatif",-1,"  tonton versi wayang ditayangkan selepas pkp  versi netflix  anggap versi netflix  versi  pengarah versi  diimpikan  pengarahnya   kuat  versi wayang   dipotong   pengakhiran  absurd "
"618","Negatif",-1,"xtahu la sbb social anxiety   tp jenis cepat serabut klu dgn org ramai tgk wayang klu ttibe  stranger duduk sebelah pon  serabut dahpdhl  xkacau sy pon   lg better eprgi wayang mcm hartusatu deret tu sy sorang walaupon tgh tgk cter hantu"
"619","Netral",0,"hahaha  laju gilaa kat netflix mesti kat wayang cerita nie kurengg  "
"620","Netral",0,"  tengok wayang   tau nak tengok  hshshs"
"621","Netral",0," pengantar prof suwardi  buku psikologi raos wayang udah membius banget ati ati kalo  bacanya    ooo aaa iya ya "
"622","Netral",0," masanya cole keluarin kaos edisi wayang sumpah    sm  sampe beli  varian gambarnya  "
"623","Negatif",-1,"  pergelaran festival seminar sarasehan ruwatan munas  kongres pewayangan  ditulis  bentuk linimasa timelines  kurun  "
"624","Positif",2,"almanak wayang indonesia   respons positif  seniman wayang  penghargaan unesco    merangkum perihal keragaman kegiatan dunia pewayangan indonesia "
"625","Netral",0,"brgsjks popcorn hermy jual  sedap and murah compared to  cinemas   bole   seludup  kali tengok wayang"
"626","Netral",0,"hozi ro kaos  du werpak aya rep ndeleng wayang"
"627","Positif",1,"  minggu  asyik dengar wayang kulit jadul  mantul    cinde fm "
"628","Netral",0,"sinaronline hmm laungan reformasi    bahan jenaka dlm filem wayang  production terbitan pkrph  lakunan artis handalan umnobn rereform cari cipta   yg "
"629","Netral",0,"batu rakit panggung wayang  masuk  hukum hudud  qisas   smabo gitu "
"630","Negatif",-1,"berbondongbondong gi wayang tengok wakanda forever   wayang sambung  hormat orang "
"631","Positif",1,"  sabar nk tngok kat wayang ni  cepat la malaysia announce kluar kat   "
"632","Netral",0,"kurawa wayang golek gela gelo palanya puyeng"
"633","Netral",0,"kaesangp enten wayang kulit mboten mas  banyumas  nonton"
"634","Negatif",-1,"mcdmalaysia hmmm looks like laungan refomasi   bahan lawak  wayang  production terbitan pkrph  lakunan artis mantap umnobn    cari  cipta yg "
"635","Negatif",-1," payah dok  wayang kulit sgt la mcm dgn ang tu  alim phuiiii sial"
"636","Netral",0,"wayang  best  ni eeh area setia alam"
"637","Netral",0,"detikcom hiburan wayang kulit  dangdut koplo "
"638","Negatif",-2,"razmanzakaria  sabtu pergi gunting rambut kedai unisex lepas tengok wayang oh   tau patutlah  negeri pas   "
"639","Negatif",-1,"berkunjung  museum wayang wonogiri   satunya pengunjung  penjaganya  ga "
"640","Negatif",-6,"gw  gak  peduli isi tulisan  twiterrealnya  kehidupan gw seharihari gada tuh pertentangan  agama suku  slng memakibuat gw twiter  cari info pencerahan berita up date amp  hiburan  cm wayangikuti aturan drtuhannyaman"
"641","Netral",0,"thavitamoura wayang yg takut lengser tu bro"
"642","Netral",0,"seronok  layan series mechamato ni xsabo nk bwak yusuf g tngok wayang ni"
"643","Negatif",-1,"anggapan pengecut tentangmu   berani   buruk  bernilai  keberanian jurudyahpuntaprasanta funakavannuswantara punakawan wayangkulit culture petruk petrukbertutur shadowpuppet "
"644","Negatif",-1,"tlg la jgn amik video or gambar time dlm panggung wayang xkisahla its just a concert movie nak nctdream dtg tp law restrictions xnk  susah  korang ni"
"645","Netral",0,"nicoujih muhyiddinyassin ni pelabur habih lari  tgk line up cabinet  walaun walauntit  silap wayang arak judi smua kene haramkan "
"646","Netral",0,"umonline wayang siakkk"
"647","Positif",1,"pratamawijayak suryawanmnur gibrantweet bagus desainnya  gunungan   wayang  wajah senyum  keramahan"
